listing_id,title,subtitle,variant,model_group,transmission,price,currency,price_superscript,is_conditional_price,mileage,first_registration,fuel_or_powertrain,power_kw,power_hp,wltp_consumption,wltp_co2_emissions,seller_name,seller_type,dealer_id,seller_phone,seller_rating_stars,seller_rating_count,seller_info_url,seller_imprint_url,seller_location,country_code,zip_code,city,street,image_count,primary_image_url,has_360_image,available_now,vat_deductible,delivery_possible,listing_url,raw_card_text
f9ea9524-0384-4f33-82b5-47b222946192,Audi Q4 e-tron 45 S line S tronic Vir. Cockpit/AHK/Matrix/Alu20,45 S line S tronic Vir. Cockpit/AHK/Matrix/Alu20,Q4 e-tron,Q4 e-tron,Automatic,"54,880",€,1,False,"4,990 km",03/2026,Electric,210,286,16.6 kWh/100 km (comb.),0 g/km (comb.),Audi Zentrum Nürnberg Feser,Dealer,34463569,+49 (0)911 - 95151357,4.5,24,https://www.autoscout24.com/dealerinfo/audi-zentrum-nuernberg-feser-nuernberg?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-nuernberg-feser-nuernberg/imprint,DE-90441 Nürnberg,DE,90441,Nürnberg,Nopitschstr. 3,17,https://prod.pictures.autoscout24.net/listing-images/f9ea9524-0384-4f33-82b5-47b222946192_e6af2597-0b84-4666-aa11-7f198bd3937d.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-s-line-s-tronic-vir-cockpit-ahk-matrix-alu20-electric-black-f9ea9524-0384-4f33-82b5-47b222946192,"Audi Q4 e-tron 45 S line S tronic Vir. Cockpit/AHK/Matrix/Alu20 Add to list 17 € 54,8801 From 779 € p.m. financing Compare car insurances 03/2026 4,990 km Electric 210 kW (286 hp) Audi Zentrum Nürnberg Feser DE-90441 Nürnberg + Show more vehicles"
6b1bc704-5cae-4161-9201-bfe6cccdc517,Audi Q4 e-tron 40 S-line AHK RFK Pano Matrix-LED ACC Navi,40 S-line AHK RFK Pano Matrix-LED ACC Navi,Q4 e-tron,Q4 e-tron,Automatic,"38,800",€,,False,"27,990 km",02/2023,Electric,150,204,18.1 kWh/100 km (comb.),0 g/km (comb.),Autowelt Schuler GmbH,Dealer,19338,+49 (0)7721 - 9494399,4.0,19,https://www.autoscout24.com/dealerinfo/autowelt-schuler-gmbh-villingen-schwenningen-78052?atype=C,https://www.autoscout24.com/dealerinfo/autowelt-schuler-gmbh-villingen-schwenningen-78052/imprint,DE-78052 Villingen-Schwenningen,DE,78052,Villingen-Schwenningen,Margarethe-Scherb-Str. 45,21,https://prod.pictures.autoscout24.net/listing-images/6b1bc704-5cae-4161-9201-bfe6cccdc517_59c20ac9-cbbb-421a-ae93-25e84f0027bb.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-40-s-line-ahk-rfk-pano-matrix-led-acc-navi-electric-black-6b1bc704-5cae-4161-9201-bfe6cccdc517,"Audi Q4 e-tron 40 S-line AHK RFK Pano Matrix-LED ACC Navi Add to list 21 € 38,800 From 551 € p.m. financing From 12,41 € p.m. insurance 02/2023 27,990 km Electric 150 kW (204 hp) Autowelt Schuler GmbH DE-78052 Villingen-Schwenningen + Show more vehicles"
528c27aa-0692-410e-8ab9-904ea581f870,Audi Q4 e-tron 40 S-line MATRIX+ACC+PANO+NAVI+RFK+SHZ+OPTIK-SCHWA,40 S-line MATRIX+ACC+PANO+NAVI+RFK+SHZ+OPTIK-SCHWA,Q4 e-tron,Q4 e-tron,Automatic,"34,440",€,1,False,"32,217 km",03/2023,Electric,70,95,19.6 kWh/100 km (comb.),0 g/km (comb.),Audi Zentrum Köln,Dealer,41217290,+49 (0)221 - 37683378,4.5,13,https://www.autoscout24.com/dealerinfo/audi-zentrum-koeln-koeln-raderberg?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-koeln-koeln-raderberg/imprint,DE-50968 Köln (Raderberg),DE,50968,Köln (Raderberg),Bonner Str. 328,18,https://prod.pictures.autoscout24.net/listing-images/528c27aa-0692-410e-8ab9-904ea581f870_a2871cdf-7097-4601-b183-d7dc9f0998fa.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-40-s-line-matrix-acc-pano-navi-rfk-shz-optik-schwa-electric-grey-528c27aa-0692-410e-8ab9-904ea581f870,"Audi Q4 e-tron 40 S-line MATRIX+ACC+PANO+NAVI+RFK+SHZ+OPTIK-SCHWA Add to list 18 € 34,4401 From 489 € p.m. financing From 12,41 € p.m. insurance 03/2023 32,217 km Electric 70 kW (95 hp) Audi Zentrum Köln DE-50968 Köln (Raderberg) + Show more vehicles"
cff652aa-b76b-4198-97d5-7c35a2848728,Audi Q4 e-tron Sportback 50 e-tron QUATTRO *GARANTIE*NAVI*PANO*MA,Sportback 50 e-tron QUATTRO *GARANTIE*NAVI*PANO*MA,Q4 e-tron Sportback,Q4 e-tron,Automatic,"45,090",€,1,False,20 km,04/2023,Electric,220,299,17.6 kWh/100 km (comb.),0 g/km (comb.),AR Auto Roth,Dealer,4405106,+49 (0)7841 - 600012,5.0,180,https://www.autoscout24.com/dealerinfo/ar-auto-roth?atype=C,https://www.autoscout24.com/dealerinfo/ar-auto-roth/imprint,DE-77855 Achern,DE,77855,Achern,Karl-Bold-Str. 2,13,https://prod.pictures.autoscout24.net/listing-images/cff652aa-b76b-4198-97d5-7c35a2848728_5528cba7-6afc-4afb-8653-1e9a27b725a7.jpg/250x188.webp,,,,,https://www.autoscout24.com/offers/audi-q4-e-tron-sportback-50-e-tron-quattro-garantie-navi-pano-ma-electric-blue-cff652aa-b76b-4198-97d5-7c35a2848728,"Audi Q4 e-tron Sportback 50 e-tron QUATTRO *GARANTIE*NAVI*PANO*MA Add to list 13 € 45,0901 From 528 € p.m. financing From 12,41 € p.m. insurance 04/2023 20 km Electric 220 kW (299 hp) AR Auto Roth DE-77855 Achern + Show more vehicles"
d950e31d-8d4b-4dc3-9857-756e99882dd2,"Audi Q4 e-tron Sportback 50 qu S Line Ext AHK,Navi,Kamera","Sportback 50 qu S Line Ext AHK,Navi,Kamera",Q4 e-tron Sportback,Q4 e-tron,Automatic,"29,880",€,1,False,"100,200 km",10/2022,Electric,220,299,,,Audi Zentrum Nürnberg-Marienberg,Dealer,34463567,+49 (0)911 - 95151491,4.5,37,https://www.autoscout24.com/dealerinfo/audi-zentrum-nuernberg-marienberg-nuernberg?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-nuernberg-marienberg-nuernberg/imprint,DE-90411 Nürnberg,DE,90411,Nürnberg,Marienbergstr. 88,15,https://prod.pictures.autoscout24.net/listing-images/d950e31d-8d4b-4dc3-9857-756e99882dd2_2ecef66f-7f69-43c9-a3f6-e2bb2ef33c57.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-sportback-50-qu-s-line-ext-ahk-navi-kamera-electric-blue-d950e31d-8d4b-4dc3-9857-756e99882dd2,"Audi Q4 e-tron Sportback 50 qu S Line Ext AHK,Navi,Kamera Add to list 15 € 29,8801 10/2022 100,200 km Electric 220 kW (299 hp) Audi Zentrum Nürnberg-Marienberg DE-90411 Nürnberg"
df3ff67b-a3a7-439d-a7fa-e776001762ff,Audi Q4 e-tron 45 quattro MATRIX+PANO+RFK+HUD+SONOS,45 quattro MATRIX+PANO+RFK+HUD+SONOS,Q4 e-tron,Q4 e-tron,Automatic,"46,447",€,1,False,"18,005 km",02/2024,Electric,210,286,,,Autohaus Renzenbrink GmbH,Dealer,26655,+49 (0)5468 - 920188,5.0,42,https://www.autoscout24.com/dealerinfo/autohaus-renzenbrink-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/autohaus-renzenbrink-gmbh/imprint,DE-49565 Bramsche,DE,49565,Bramsche,Im alten Dorf 29,1,https://prod.pictures.autoscout24.net/listing-images/df3ff67b-a3a7-439d-a7fa-e776001762ff_3b47c7c1-3fec-4b5d-9b2f-50de993cce2f.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-quattro-matrix-pano-rfk-hud-sonos-electric-white-df3ff67b-a3a7-439d-a7fa-e776001762ff,"Audi Q4 e-tron 45 quattro MATRIX+PANO+RFK+HUD+SONOS Add to list 1 € 46,4471 02/2024 18,005 km Electric 210 kW (286 hp) Autohaus Renzenbrink GmbH DE-49565 Bramsche"
9e11cf84-db22-4a5c-a142-e5b3ec0c0146,"Audi Q4 e-tron 45 MATRIX AHK HuD KAMERA PDC+ NAVI 20""","45 MATRIX AHK HuD KAMERA PDC+ NAVI 20""",Q4 e-tron,Q4 e-tron,Automatic,"42,690",€,1,False,"37,145 km",03/2025,Electric,210,286,16.6 kWh/100 km (comb.),0 g/km (comb.),Audi Zentrum Ingolstadt,Dealer,16707,+49 (0)841 - 45090014,4.5,147,https://www.autoscout24.com/dealerinfo/audi-zentrum-ingolstadt?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-ingolstadt/imprint,DE-85057 Ingolstadt,DE,85057,Ingolstadt,Neuburger Str. 75,15,https://prod.pictures.autoscout24.net/listing-images/9e11cf84-db22-4a5c-a142-e5b3ec0c0146_13472413-9f76-4b33-b859-23a6fe74a1fc.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-matrix-ahk-hud-kamera-pdc-navi-20-electric-grey-9e11cf84-db22-4a5c-a142-e5b3ec0c0146,"Audi Q4 e-tron 45 MATRIX AHK HuD KAMERA PDC+ NAVI 20"" Add to list 15 € 42,6901 03/2025 37,145 km Electric 210 kW (286 hp) Audi Zentrum Ingolstadt DE-85057 Ingolstadt"
f106cb01-784e-4ee7-b8de-635093748e8b,Audi Q4 e-tron 40 advanced Nav Standklima Kamera AHK,40 advanced Nav Standklima Kamera AHK,Q4 e-tron Sportback,Q4 e-tron,Automatic,"46,690",€,1,False,"6,200 km",09/2025,Electric,150,204,17.3 kWh/100 km (comb.),0 g/km (comb.),Audi Zentrum Lübeck - Senger Automobile GmbH,Dealer,50484886,+49 (0)5971 - 79134137,4.5,2,https://www.autoscout24.com/dealerinfo/audi-zentrum-luebeck-senger-automobile-gmbh-luebeck-23556-2?atype=C,https://www.autoscout24.com/dealerinfo/audi-zentrum-luebeck-senger-automobile-gmbh-luebeck-23556-2/imprint,DE-23556 Lübeck,DE,23556,Lübeck,Padelügger Weg 41,6,https://prod.pictures.autoscout24.net/listing-images/f106cb01-784e-4ee7-b8de-635093748e8b_5ad03b99-8b5e-466a-bb6f-f0a1f2561fad.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-40-advanced-nav-standklima-kamera-ahk-electric-white-f106cb01-784e-4ee7-b8de-635093748e8b,"Audi Q4 e-tron 40 advanced Nav Standklima Kamera AHK Add to list 6 € 46,6901 09/2025 6,200 km Electric 150 kW (204 hp) Audi Zentrum Lübeck - Senger Automobile GmbH DE-23556 Lübeck"
21a87dd3-1329-4b0a-9f10-1cab5449d9b3,Audi Q4 e-tron 45 advanced*AR-HUD*LED*Virtual*Navi+*S,45 advanced*AR-HUD*LED*Virtual*Navi+*S,Q4 e-tron,Q4 e-tron,Automatic,"44,990",€,1,False,"10,339 km",08/2025,Electric,210,286,,,Göthling & Kaufmann Automobile GmbH,Dealer,32089,+49 (0)6192 - 9249300,4.0,118,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh/imprint,DE-65719 Hofheim,DE,65719,Hofheim,Niederhofheimer Str. 59,11,https://prod.pictures.autoscout24.net/listing-images/21a87dd3-1329-4b0a-9f10-1cab5449d9b3_f38b024a-072e-454e-9f2b-178e5d12f762.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-advanced-ar-hud-led-virtual-navi-s-electric-grey-21a87dd3-1329-4b0a-9f10-1cab5449d9b3,"Audi Q4 e-tron 45 advanced*AR-HUD*LED*Virtual*Navi+*S Add to list 11 € 44,9901 08/2025 10,339 km Electric 210 kW (286 hp) Göthling & Kaufmann Automobile GmbH DE-65719 Hofheim"
ee7768eb-eab1-4c00-b4eb-288eea1cb0ea,Audi Q4 e-tron 45 advanced*Matrix*Virtual*Navi+*Sport,45 advanced*Matrix*Virtual*Navi+*Sport,Q4 e-tron Sportback,Q4 e-tron,Automatic,"45,990",€,1,False,"4,479 km",08/2025,Electric,210,286,,,Göthling & Kaufmann Automobile GmbH,Dealer,32089,+49 (0)6192 - 9249300,4.0,118,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh?atype=C,https://www.autoscout24.com/dealerinfo/goethling-und-kaufmann-automobile-gmbh/imprint,DE-65719 Hofheim,DE,65719,Hofheim,Niederhofheimer Str. 59,11,https://prod.pictures.autoscout24.net/listing-images/ee7768eb-eab1-4c00-b4eb-288eea1cb0ea_325ab8cb-c06d-4c61-931a-fe86e98f3ffa.jpg/250x188.webp,,True,,,https://www.autoscout24.com/offers/audi-q4-e-tron-45-advanced-matrix-virtual-navi-sport-electric-black-ee7768eb-eab1-4c00-b4eb-288eea1cb0ea,"Audi Q4 e-tron 45 advanced*Matrix*Virtual*Navi+*Sport Add to list 11 € 45,9901 08/2025 4,479 km Electric 210 kW (286 hp) Göthling & Kaufmann Automobile GmbH DE-65719 Hofheim"
